과목,과목.1,과목.2,과목.3,합계금액,지역명
,,,순세계잉여금,98967860.0,경남
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,경남
,,,정산대상재원사용잔액,0.0,경남
,,이월금,이월금,438450.0,경남
,,,이월사업비,438450.0,경남
세입합계,세입합계,세입합계,세입합계,7763373400.0,경남
장,관,항,목,0.0,충남
이전수입,이전수입,이전수입,이전수입,4176720880.0,충남
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,34000000.0,충남
,,국고보조금,국고보조금,34000000.0,충남
,,,국고보조금,34000000.0,충남
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,28400000.0,충남
,,비법정이전수입,비법정이전수입,0.0,충남
,,,광역지방자치단체전입금,0.0,충남
,,,기초지방자치단체전입금,0.0,충남
,,교육경비보조금,교육경비보조금,28400000.0,충남
,,,광역지방자치단체전입금,0.0,충남
,,,기초지방자치단체전입금,28400000.0,충남
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,4087852520.0,충남
,,교육비특별회계전입금수입,교육비특별회계전입금수입,4087852520.0,충남
,,,교육비특별회계전입금,4087852520.0,충남
,,기금회계전입금수입,기금회계전입금수입,0.0,충남
,,,기금회계전입금,0.0,충남
,기타이전수입,기타이전수입,기타이전수입,26468360.0,충남
,,학교회계간이전수입,학교회계간이전수입,26368360.0,충남
,,,학교발전기금전입금,7049860.0,충남
,,,다른학교회계전입금,19318500.0,충남
,,,기타학교회계전입금,0.0,충남
,,기타공공이전수입,기타공공이전수입,100000.0,충남
,,,기타공공지원금,100000.0,충남
자체수입,자체수입,자체수입,자체수입,259468517.0,충남
,학부모부담수입,학부모부담수입,학부모부담수입,250164100.0,충남
,,등록금,등록금,0.0,충남
,,,학교운영지원비,0.0,충남
,,수익자부담수입,수익자부담수입,250164100.0,충남
,,,급식비,158777870.0,충남
,,,방과후학교활동비,77819870.0,충남
,,,현장체험학습비,0.0,충남
,,,청소년단체활동비,0.0,충남
,,,졸업앨범비,13566360.0,충남
,,,교과서비,0.0,충남
,,,기숙사비,0.0,충남
,,,기타수익자부담수입,0.0,충남
,,,누리과정비,0.0,충남
,,,교복구입비,0.0,충남
,,,운동부운영비,0.0,충남
,,,돌봄활동운영비,0.0,충남
,행정활동수입,행정활동수입,행정활동수입,9304417.0,충남
,,사용료및수수료,사용료및수수료,1733500.0,충남
,,,사용료및수수료,1733500.0,충남
,,자산수입,자산수입,223000.0,충남
,,,자산매각대,223000.0,충남
,,적립금처분수입,적립금처분수입,0.0,충남
,,,적립금처분수입,0.0,충남
,,보증금회수,보증금회수,0.0,충남
,,,보증금회수,0.0,충남
,,기타행정활동수입,기타행정활동수입,7347917.0,충남
,,,지난년도수입,0.0,충남
,,,이자수입,2946830.0,충남
,,,기타행정활동수입,4401087.0,충남
기타수입,기타수입,기타수입,기타수입,81271150.0,충남
,전년도이월금,전년도이월금,전년도이월금,81271150.0,충남
,,순세계잉여금,순세계잉여금,9871770.0,충남
,,,순세계잉여금,9871770.0,충남
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,충남
,,,정산대상재원사용잔액,0.0,충남
,,이월금,이월금,71399380.0,충남
,,,이월사업비,71399380.0,충남
세입합계,세입합계,세입합계,세입합계,4517460547.0,충남
장,관,항,목,0.0,부산
이전수입,이전수입,이전수입,이전수입,7815410740.0,부산
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,부산
,,국고보조금,국고보조금,0.0,부산
,,,국고보조금,0.0,부산
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,168895810.0,부산
,,비법정이전수입,비법정이전수입,0.0,부산
,,,광역지방자치단체전입금,0.0,부산
,,,기초지방자치단체전입금,0.0,부산
,,교육경비보조금,교육경비보조금,168895810.0,부산
,,,광역지방자치단체전입금,0.0,부산
,,,기초지방자치단체전입금,168895810.0,부산
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,7622594930.0,부산
,,교육비특별회계전입금수입,교육비특별회계전입금수입,7622594930.0,부산
,,,교육비특별회계전입금,7622594930.0,부산
,,기금회계전입금수입,기금회계전입금수입,0.0,부산
,,,기금회계전입금,0.0,부산
,기타이전수입,기타이전수입,기타이전수입,23920000.0,부산
,,학교회계간이전수입,학교회계간이전수입,11400000.0,부산
,,,학교발전기금전입금,11400000.0,부산
,,,다른학교회계전입금,0.0,부산
,,,기타학교회계전입금,0.0,부산
,,기타공공이전수입,기타공공이전수입,12520000.0,부산
,,,기타공공지원금,12520000.0,부산
자체수입,자체수입,자체수입,자체수입,836828634.0,부산
,학부모부담수입,학부모부담수입,학부모부담수입,818272220.0,부산
,,등록금,등록금,0.0,부산
,,,학교운영지원비,0.0,부산
,,수익자부담수입,수익자부담수입,818272220.0,부산
,,,급식비,131811490.0,부산
,,,방과후학교활동비,491964430.0,부산
,,,현장체험학습비,6036000.0,부산
,,,청소년단체활동비,2599000.0,부산
,,,졸업앨범비,32025150.0,부산
,,,교과서비,0.0,부산
,,,기숙사비,0.0,부산
,,,기타수익자부담수입,0.0,부산
,,,누리과정비,0.0,부산
,,,교복구입비,0.0,부산
,,,운동부운영비,133259740.0,부산
,,,돌봄활동운영비,20576410.0,부산
,행정활동수입,행정활동수입,행정활동수입,18556414.0,부산
,,사용료및수수료,사용료및수수료,1920000.0,부산
,,,사용료및수수료,1920000.0,부산
,,자산수입,자산수입,3798040.0,부산
,,,자산매각대,3798040.0,부산
,,적립금처분수입,적립금처분수입,0.0,부산
,,,적립금처분수입,0.0,부산
,,보증금회수,보증금회수,0.0,부산
,,,보증금회수,0.0,부산
,,기타행정활동수입,기타행정활동수입,12838374.0,부산
,,,지난년도수입,0.0,부산
,,,이자수입,4476357.0,부산
,,,기타행정활동수입,8362017.0,부산
기타수입,기타수입,기타수입,기타수입,75220006.0,부산
,전년도이월금,전년도이월금,전년도이월금,75220006.0,부산
,,순세계잉여금,순세계잉여금,66762006.0,부산
,,,순세계잉여금,66762006.0,부산
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,부산
,,,정산대상재원사용잔액,0.0,부산
,,이월금,이월금,8458000.0,부산
,,,이월사업비,8458000.0,부산
세입합계,세입합계,세입합계,세입합계,8727459380.0,부산
장,관,항,목,0.0,전북
이전수입,이전수입,이전수입,이전수입,1547421860.0,전북
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,전북
,,국고보조금,국고보조금,0.0,전북
,,,국고보조금,0.0,전북
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,6588000.0,전북
,,비법정이전수입,비법정이전수입,0.0,전북
,,,광역지방자치단체전입금,0.0,전북
,,,기초지방자치단체전입금,0.0,전북
,,교육경비보조금,교육경비보조금,6588000.0,전북
,,,광역지방자치단체전입금,0.0,전북
,,,기초지방자치단체전입금,6588000.0,전북
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1513108410.0,전북
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1513108410.0,전북
,,,교육비특별회계전입금,1513108410.0,전북
,,기금회계전입금수입,기금회계전입금수입,0.0,전북
,,,기금회계전입금,0.0,전북
,기타이전수입,기타이전수입,기타이전수입,27725450.0,전북
,,학교회계간이전수입,학교회계간이전수입,390450.0,전북
,,,학교발전기금전입금,0.0,전북
,,,다른학교회계전입금,390450.0,전북
,,,기타학교회계전입금,0.0,전북
,,기타공공이전수입,기타공공이전수입,27335000.0,전북
,,,기타공공지원금,27335000.0,전북
자체수입,자체수입,자체수입,자체수입,49490130.0,전북
,학부모부담수입,학부모부담수입,학부모부담수입,47470320.0,전북
,,등록금,등록금,0.0,전북
,,,학교운영지원비,0.0,전북
,,수익자부담수입,수익자부담수입,47470320.0,전북
,,,급식비,47470320.0,전북
,,,방과후학교활동비,0.0,전북
,,,현장체험학습비,0.0,전북
,,,청소년단체활동비,0.0,전북
,,,졸업앨범비,0.0,전북
,,,교과서비,0.0,전북
,,,기숙사비,0.0,전북
,,,기타수익자부담수입,0.0,전북
,,,누리과정비,0.0,전북
,,,교복구입비,0.0,전북
,,,운동부운영비,0.0,전북
,,,돌봄활동운영비,0.0,전북
,행정활동수입,행정활동수입,행정활동수입,2019810.0,전북
,,사용료및수수료,사용료및수수료,591340.0,전북
,,,사용료및수수료,591340.0,전북
,,자산수입,자산수입,100090.0,전북
,,,자산매각대,100090.0,전북
,,적립금처분수입,적립금처분수입,0.0,전북
,,,적립금처분수입,0.0,전북
,,보증금회수,보증금회수,0.0,전북
,,,보증금회수,0.0,전북
,,기타행정활동수입,기타행정활동수입,1328380.0,전북
,,,지난년도수입,0.0,전북
,,,이자수입,925170.0,전북
,,,기타행정활동수입,403210.0,전북
기타수입,기타수입,기타수입,기타수입,38358810.0,전북
,전년도이월금,전년도이월금,전년도이월금,38358810.0,전북
,,순세계잉여금,순세계잉여금,33208810.0,전북
,,,순세계잉여금,33208810.0,전북
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,전북
,,,정산대상재원사용잔액,0.0,전북
,,이월금,이월금,5150000.0,전북
,,,이월사업비,5150000.0,전북
세입합계,세입합계,세입합계,세입합계,1635270800.0,전북
장,관,항,목,0.0,대구
이전수입,이전수입,이전수입,이전수입,1342443090.0,대구
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,대구
,,국고보조금,국고보조금,0.0,대구
,,,국고보조금,0.0,대구
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,25061000.0,대구
,,비법정이전수입,비법정이전수입,11986000.0,대구
,,,광역지방자치단체전입금,0.0,대구
,,,기초지방자치단체전입금,11986000.0,대구
,,교육경비보조금,교육경비보조금,13075000.0,대구
,,,광역지방자치단체전입금,0.0,대구
,,,기초지방자치단체전입금,13075000.0,대구
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1316882090.0,대구
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1316882090.0,대구
,,,교육비특별회계전입금,1316882090.0,대구
,,기금회계전입금수입,기금회계전입금수입,0.0,대구
,,,기금회계전입금,0.0,대구
,기타이전수입,기타이전수입,기타이전수입,500000.0,대구
,,학교회계간이전수입,학교회계간이전수입,200000.0,대구
,,,학교발전기금전입금,0.0,대구
,,,다른학교회계전입금,200000.0,대구
,,,기타학교회계전입금,0.0,대구
,,기타공공이전수입,기타공공이전수입,300000.0,대구
,,,기타공공지원금,300000.0,대구
자체수입,자체수입,자체수입,자체수입,215244827.0,대구
,학부모부담수입,학부모부담수입,학부모부담수입,207238700.0,대구
,,등록금,등록금,0.0,대구
,,,학교운영지원비,0.0,대구
,,수익자부담수입,수익자부담수입,207238700.0,대구
,,,급식비,28626550.0,대구
,,,방과후학교활동비,148448900.0,대구
,,,현장체험학습비,269750.0,대구
,,,청소년단체활동비,896000.0,대구
,,,졸업앨범비,2810500.0,대구
,,,교과서비,0.0,대구
,,,기숙사비,0.0,대구
,,,기타수익자부담수입,10770000.0,대구
,,,누리과정비,0.0,대구
,,,교복구입비,0.0,대구
,,,운동부운영비,0.0,대구
,,,돌봄활동운영비,15417000.0,대구
,행정활동수입,행정활동수입,행정활동수입,8006127.0,대구
,,사용료및수수료,사용료및수수료,0.0,대구
,,,사용료및수수료,0.0,대구
,,자산수입,자산수입,0.0,대구
,,,자산매각대,0.0,대구
,,적립금처분수입,적립금처분수입,0.0,대구
,,,적립금처분수입,0.0,대구
,,보증금회수,보증금회수,0.0,대구
,,,보증금회수,0.0,대구
,,기타행정활동수입,기타행정활동수입,8006127.0,대구
,,,지난년도수입,0.0,대구
,,,이자수입,1911356.0,대구
,,,기타행정활동수입,6094771.0,대구
기타수입,기타수입,기타수입,기타수입,19525040.0,대구
,전년도이월금,전년도이월금,전년도이월금,19525040.0,대구
,,순세계잉여금,순세계잉여금,11190430.0,대구
,,,순세계잉여금,11190430.0,대구
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,대구
,,,정산대상재원사용잔액,0.0,대구
,,이월금,이월금,8334610.0,대구
,,,이월사업비,8334610.0,대구
세입합계,세입합계,세입합계,세입합계,1577212957.0,대구
장,관,항,목,0.0,대전
이전수입,이전수입,이전수입,이전수입,1335705900.0,대전
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,대전
,,국고보조금,국고보조금,0.0,대전
,,,국고보조금,0.0,대전
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,9608420.0,대전
,,비법정이전수입,비법정이전수입,9608420.0,대전
,,,광역지방자치단체전입금,700000.0,대전
,,,기초지방자치단체전입금,8908420.0,대전
,,교육경비보조금,교육경비보조금,0.0,대전
,,,광역지방자치단체전입금,0.0,대전
,,,기초지방자치단체전입금,0.0,대전
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1326097480.0,대전
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1326097480.0,대전
,,,교육비특별회계전입금,1326097480.0,대전
,,기금회계전입금수입,기금회계전입금수입,0.0,대전
,,,기금회계전입금,0.0,대전
,기타이전수입,기타이전수입,기타이전수입,0.0,대전
,,학교회계간이전수입,학교회계간이전수입,0.0,대전
,,,학교발전기금전입금,0.0,대전
,,,다른학교회계전입금,0.0,대전
,,,기타학교회계전입금,0.0,대전
,,기타공공이전수입,기타공공이전수입,0.0,대전
,,,기타공공지원금,0.0,대전
자체수입,자체수입,자체수입,자체수입,50130430.0,대전
,학부모부담수입,학부모부담수입,학부모부담수입,47038620.0,대전
,,등록금,등록금,0.0,대전
,,,학교운영지원비,0.0,대전
,,수익자부담수입,수익자부담수입,47038620.0,대전
,,,급식비,25324520.0,대전
,,,방과후학교활동비,20994000.0,대전
,,,현장체험학습비,0.0,대전
,,,청소년단체활동비,0.0,대전
,,,졸업앨범비,450100.0,대전
,,,교과서비,0.0,대전
,,,기숙사비,0.0,대전
,,,기타수익자부담수입,0.0,대전
,,,누리과정비,270000.0,대전
,,,교복구입비,0.0,대전
,,,운동부운영비,0.0,대전
,,,돌봄활동운영비,0.0,대전
,행정활동수입,행정활동수입,행정활동수입,3091810.0,대전
,,사용료및수수료,사용료및수수료,0.0,대전
,,,사용료및수수료,0.0,대전
,,자산수입,자산수입,935000.0,대전
,,,자산매각대,935000.0,대전
,,적립금처분수입,적립금처분수입,0.0,대전
,,,적립금처분수입,0.0,대전
,,보증금회수,보증금회수,0.0,대전
,,,보증금회수,0.0,대전
,,기타행정활동수입,기타행정활동수입,2156810.0,대전
,,,지난년도수입,0.0,대전
,,,이자수입,912710.0,대전
,,,기타행정활동수입,1244100.0,대전
기타수입,기타수입,기타수입,기타수입,21265920.0,대전
,전년도이월금,전년도이월금,전년도이월금,21265920.0,대전
,,순세계잉여금,순세계잉여금,11101950.0,대전
,,,순세계잉여금,11101950.0,대전
,,정산대상재원사용잔액,정산대상재원사용잔액,3079850.0,대전
,,,정산대상재원사용잔액,3079850.0,대전
,,이월금,이월금,7084120.0,대전
,,,이월사업비,7084120.0,대전
세입합계,세입합계,세입합계,세입합계,1407102250.0,대전
장,관,항,목,0.0,제주
이전수입,이전수입,이전수입,이전수입,1297186270.0,제주
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,제주
,,국고보조금,국고보조금,0.0,제주
,,,국고보조금,0.0,제주
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,제주
,,비법정이전수입,비법정이전수입,0.0,제주
,,,광역지방자치단체전입금,0.0,제주
,,,기초지방자치단체전입금,0.0,제주
,,교육경비보조금,교육경비보조금,0.0,제주
,,,광역지방자치단체전입금,0.0,제주
,,,기초지방자치단체전입금,0.0,제주
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1294186270.0,제주
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1294186270.0,제주
,,,교육비특별회계전입금,1294186270.0,제주
,,기금회계전입금수입,기금회계전입금수입,0.0,제주
,,,기금회계전입금,0.0,제주
,기타이전수입,기타이전수입,기타이전수입,3000000.0,제주
,,학교회계간이전수입,학교회계간이전수입,0.0,제주
,,,학교발전기금전입금,0.0,제주
,,,다른학교회계전입금,0.0,제주
,,,기타학교회계전입금,0.0,제주
,,기타공공이전수입,기타공공이전수입,3000000.0,제주
,,,기타공공지원금,3000000.0,제주
자체수입,자체수입,자체수입,자체수입,70887300.0,제주
,학부모부담수입,학부모부담수입,학부모부담수입,65955150.0,제주
,,등록금,등록금,0.0,제주
,,,학교운영지원비,0.0,제주
,,수익자부담수입,수익자부담수입,65955150.0,제주
,,,급식비,31171240.0,제주
,,,방과후학교활동비,23526450.0,제주
,,,현장체험학습비,0.0,제주
,,,청소년단체활동비,0.0,제주
,,,졸업앨범비,2105460.0,제주
,,,교과서비,0.0,제주
,,,기숙사비,0.0,제주
,,,기타수익자부담수입,0.0,제주
,,,누리과정비,0.0,제주
,,,교복구입비,0.0,제주
,,,운동부운영비,0.0,제주
,,,돌봄활동운영비,9152000.0,제주
,행정활동수입,행정활동수입,행정활동수입,4932150.0,제주
,,사용료및수수료,사용료및수수료,0.0,제주
,,,사용료및수수료,0.0,제주
,,자산수입,자산수입,171000.0,제주
,,,자산매각대,171000.0,제주
,,적립금처분수입,적립금처분수입,0.0,제주
,,,적립금처분수입,0.0,제주
,,보증금회수,보증금회수,0.0,제주
,,,보증금회수,0.0,제주
,,기타행정활동수입,기타행정활동수입,4761150.0,제주
,,,지난년도수입,0.0,제주
,,,이자수입,2423190.0,제주
,,,기타행정활동수입,2337960.0,제주
기타수입,기타수입,기타수입,기타수입,16890060.0,제주
,전년도이월금,전년도이월금,전년도이월금,16890060.0,제주
,,순세계잉여금,순세계잉여금,16890060.0,제주
,,,순세계잉여금,16890060.0,제주
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,제주
,,,정산대상재원사용잔액,0.0,제주
,,이월금,이월금,0.0,제주
,,,이월사업비,0.0,제주
세입합계,세입합계,세입합계,세입합계,1384963630.0,제주
장,관,항,목,0.0,충북
이전수입,이전수입,이전수입,이전수입,3454547420.0,충북
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,55000000.0,충북
,,국고보조금,국고보조금,55000000.0,충북
,,,국고보조금,55000000.0,충북
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,충북
,,비법정이전수입,비법정이전수입,0.0,충북
,,,광역지방자치단체전입금,0.0,충북
,,,기초지방자치단체전입금,0.0,충북
,,교육경비보조금,교육경비보조금,0.0,충북
,,,광역지방자치단체전입금,0.0,충북
,,,기초지방자치단체전입금,0.0,충북
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,3251409470.0,충북
,,교육비특별회계전입금수입,교육비특별회계전입금수입,3242289470.0,충북
,,,교육비특별회계전입금,3242289470.0,충북
,,기금회계전입금수입,기금회계전입금수입,9120000.0,충북
,,,기금회계전입금,9120000.0,충북
,기타이전수입,기타이전수입,기타이전수입,148137950.0,충북
,,학교회계간이전수입,학교회계간이전수입,91354950.0,충북
,,,학교발전기금전입금,0.0,충북
,,,다른학교회계전입금,91354950.0,충북
,,,기타학교회계전입금,0.0,충북
,,기타공공이전수입,기타공공이전수입,56783000.0,충북
,,,기타공공지원금,56783000.0,충북
자체수입,자체수입,자체수입,자체수입,188714123.0,충북
,학부모부담수입,학부모부담수입,학부모부담수입,182292990.0,충북
,,등록금,등록금,0.0,충북
,,,학교운영지원비,0.0,충북
,,수익자부담수입,수익자부담수입,182292990.0,충북
,,,급식비,128986910.0,충북
,,,방과후학교활동비,43405700.0,충북
,,,현장체험학습비,156000.0,충북
,,,청소년단체활동비,0.0,충북
,,,졸업앨범비,9744380.0,충북
,,,교과서비,0.0,충북
,,,기숙사비,0.0,충북
,,,기타수익자부담수입,0.0,충북
,,,누리과정비,0.0,충북
,,,교복구입비,0.0,충북
,,,운동부운영비,0.0,충북
,,,돌봄활동운영비,0.0,충북
,행정활동수입,행정활동수입,행정활동수입,6421133.0,충북
,,사용료및수수료,사용료및수수료,327470.0,충북
,,,사용료및수수료,327470.0,충북
,,자산수입,자산수입,0.0,충북
,,,자산매각대,0.0,충북
,,적립금처분수입,적립금처분수입,0.0,충북
,,,적립금처분수입,0.0,충북
,,보증금회수,보증금회수,0.0,충북
,,,보증금회수,0.0,충북
,,기타행정활동수입,기타행정활동수입,6093663.0,충북
,,,지난년도수입,0.0,충북
,,,이자수입,3770094.0,충북
,,,기타행정활동수입,2323569.0,충북
기타수입,기타수입,기타수입,기타수입,180807703.0,충북
,전년도이월금,전년도이월금,전년도이월금,180807703.0,충북
,,순세계잉여금,순세계잉여금,131079103.0,충북
,,,순세계잉여금,131079103.0,충북
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,충북
,,,정산대상재원사용잔액,0.0,충북
,,이월금,이월금,49728600.0,충북
,,,이월사업비,49728600.0,충북
세입합계,세입합계,세입합계,세입합계,3824069246.0,충북
장,관,항,목,0.0,경기
이전수입,이전수입,이전수입,이전수입,33614364240.0,경기
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,8200000.0,경기
,,국고보조금,국고보조금,8200000.0,경기
,,,국고보조금,8200000.0,경기
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,4807307710.0,경기
,,비법정이전수입,비법정이전수입,2783997340.0,경기
,,,광역지방자치단체전입금,0.0,경기
,,,기초지방자치단체전입금,2783997340.0,경기
,,교육경비보조금,교육경비보조금,2023310370.0,경기
,,,광역지방자치단체전입금,0.0,경기
,,,기초지방자치단체전입금,2023310370.0,경기
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,28585564170.0,경기
,,교육비특별회계전입금수입,교육비특별회계전입금수입,28585564170.0,경기
,,,교육비특별회계전입금,28585564170.0,경기
,,기금회계전입금수입,기금회계전입금수입,0.0,경기
,,,기금회계전입금,0.0,경기
,기타이전수입,기타이전수입,기타이전수입,213292360.0,경기
,,학교회계간이전수입,학교회계간이전수입,147369360.0,경기
,,,학교발전기금전입금,69250000.0,경기
,,,다른학교회계전입금,78119360.0,경기
,,,기타학교회계전입금,27000000.0,경기
,,기타공공이전수입,기타공공이전수입,53675000.0,경기
,,,기타공공지원금,26675000.0,경기
자체수입,자체수입,자체수입,자체수입,1426098310.0,경기
,학부모부담수입,학부모부담수입,학부모부담수입,1366132710.0,경기
,,등록금,등록금,12445310.0,경기
,,,학교운영지원비,357131038.0,경기
,,수익자부담수입,수익자부담수입,1701959580.0,경기
,,,급식비,504021410.0,경기
,,,방과후학교활동비,264277170.0,경기
,,,현장체험학습비,0.0,경기
,,,청소년단체활동비,0.0,경기
,,,졸업앨범비,461975640.0,경기
,,,교과서비,246768780.0,경기
,,,기숙사비,70900000.0,경기
,,,기타수익자부담수입,27046200.0,경기
,,,누리과정비,6642530.0,경기
,,,교복구입비,16923400.0,경기
,,,운동부운영비,376816760.0,경기
,,,돌봄활동운영비,61179870.0,경기
,행정활동수입,행정활동수입,행정활동수입,85893600.0,경기
,,사용료및수수료,사용료및수수료,9017270.0,경기
,,,사용료및수수료,9017270.0,경기
,,자산수입,자산수입,21093180.0,경기
,,,자산매각대,21093180.0,경기
,,적립금처분수입,적립금처분수입,8661548.0,경기
,,,적립금처분수입,581000.0,경기
,,보증금회수,보증금회수,581000.0,경기
,,,보증금회수,0.0,경기
,,기타행정활동수입,기타행정활동수입,42103150.0,경기
,,,지난년도수입,0.0,경기
,,,이자수입,17066770.0,경기
,,,기타행정활동수입,25036380.0,경기
기타수입,기타수입,기타수입,기타수입,1047117023.0,경기
,전년도이월금,전년도이월금,전년도이월금,1055197571.0,경기
,,순세계잉여금,순세계잉여금,133757843.0,경기
,,,순세계잉여금,138336511.0,경기
,,정산대상재원사용잔액,정산대상재원사용잔액,116931360.0,경기
,,,정산대상재원사용잔액,163147894.0,경기
,,이월금,이월금,849648114.0,경기
,,,이월사업비,849648114.0,경기
세입합계,세입합계,세입합계,세입합계,27817900427.0,경기
장,관,항,목,0.0,경북
이전수입,이전수입,이전수입,이전수입,5234647740.0,경북
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,경북
,,국고보조금,국고보조금,0.0,경북
,,,국고보조금,0.0,경북
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,235266750.0,경북
,,비법정이전수입,비법정이전수입,224093550.0,경북
,,,광역지방자치단체전입금,0.0,경북
,,,기초지방자치단체전입금,224093550.0,경북
,,교육경비보조금,교육경비보조금,11173200.0,경북
,,,광역지방자치단체전입금,0.0,경북
,,,기초지방자치단체전입금,11173200.0,경북
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,4992708990.0,경북
,,교육비특별회계전입금수입,교육비특별회계전입금수입,4992708990.0,경북
,,,교육비특별회계전입금,4992708990.0,경북
,,기금회계전입금수입,기금회계전입금수입,0.0,경북
,,,기금회계전입금,0.0,경북
,기타이전수입,기타이전수입,기타이전수입,6672000.0,경북
,,학교회계간이전수입,학교회계간이전수입,1852000.0,경북
