과목,과목.1,과목.2,과목.3,합계금액,지역명
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,경북
,,비법정이전수입,비법정이전수입,0.0,경북
,,,광역지방자치단체전입금,0.0,경북
,,,기초지방자치단체전입금,0.0,경북
,,교육경비보조금,교육경비보조금,0.0,경북
,,,광역지방자치단체전입금,0.0,경북
,,,기초지방자치단체전입금,0.0,경북
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1547863000.0,경북
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1547863000.0,경북
,,,교육비특별회계전입금,1547863000.0,경북
,,기금회계전입금수입,기금회계전입금수입,0.0,경북
,,,기금회계전입금,0.0,경북
,기타이전수입,기타이전수입,기타이전수입,0.0,경북
,,학교회계간이전수입,학교회계간이전수입,0.0,경북
,,,학교발전기금전입금,0.0,경북
,,,다른학교회계전입금,0.0,경북
,,,기타학교회계전입금,0.0,경북
,,기타공공이전수입,기타공공이전수입,0.0,경북
,,,기타공공지원금,0.0,경북
자체수입,자체수입,자체수입,자체수입,415264000.0,경북
,학부모부담수입,학부모부담수입,학부모부담수입,407564000.0,경북
,,등록금,등록금,0.0,경북
,,,학교운영지원비,0.0,경북
,,수익자부담수입,수익자부담수입,407564000.0,경북
,,,급식비,136536000.0,경북
,,,방과후학교활동비,127765000.0,경북
,,,현장체험학습비,112618000.0,경북
,,,청소년단체활동비,0.0,경북
,,,졸업앨범비,5850000.0,경북
,,,교과서비,0.0,경북
,,,기숙사비,0.0,경북
,,,기타수익자부담수입,0.0,경북
,,,누리과정비,0.0,경북
,,,교복구입비,0.0,경북
,,,운동부운영비,0.0,경북
,,,돌봄활동운영비,24795000.0,경북
,행정활동수입,행정활동수입,행정활동수입,7700000.0,경북
,,사용료및수수료,사용료및수수료,200000.0,경북
,,,사용료및수수료,200000.0,경북
,,자산수입,자산수입,0.0,경북
,,,자산매각대,0.0,경북
,,적립금처분수입,적립금처분수입,0.0,경북
,,,적립금처분수입,0.0,경북
,,보증금회수,보증금회수,0.0,경북
,,,보증금회수,0.0,경북
,,기타행정활동수입,기타행정활동수입,7500000.0,경북
,,,지난년도수입,0.0,경북
,,,이자수입,6500000.0,경북
,,,기타행정활동수입,1000000.0,경북
기타수입,기타수입,기타수입,기타수입,27500000.0,경북
,전년도이월금,전년도이월금,전년도이월금,27500000.0,경북
,,순세계잉여금,순세계잉여금,27500000.0,경북
,,,순세계잉여금,27500000.0,경북
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,경북
,,,정산대상재원사용잔액,0.0,경북
,,이월금,이월금,0.0,경북
,,,이월사업비,0.0,경북
세입합계,세입합계,세입합계,세입합계,1990627000.0,경북
장,관,항,목,0.0,울산
이전수입,이전수입,이전수입,이전수입,812367000.0,울산
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,울산
,,국고보조금,국고보조금,0.0,울산
,,,국고보조금,0.0,울산
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,울산
,,비법정이전수입,비법정이전수입,0.0,울산
,,,광역지방자치단체전입금,0.0,울산
,,,기초지방자치단체전입금,0.0,울산
,,교육경비보조금,교육경비보조금,0.0,울산
,,,광역지방자치단체전입금,0.0,울산
,,,기초지방자치단체전입금,0.0,울산
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,812367000.0,울산
,,교육비특별회계전입금수입,교육비특별회계전입금수입,812367000.0,울산
,,,교육비특별회계전입금,812367000.0,울산
,,기금회계전입금수입,기금회계전입금수입,0.0,울산
,,,기금회계전입금,0.0,울산
,기타이전수입,기타이전수입,기타이전수입,0.0,울산
,,학교회계간이전수입,학교회계간이전수입,0.0,울산
,,,학교발전기금전입금,0.0,울산
,,,다른학교회계전입금,0.0,울산
,,,기타학교회계전입금,0.0,울산
,,기타공공이전수입,기타공공이전수입,0.0,울산
,,,기타공공지원금,0.0,울산
자체수입,자체수입,자체수입,자체수입,480646000.0,울산
,학부모부담수입,학부모부담수입,학부모부담수입,466396000.0,울산
,,등록금,등록금,0.0,울산
,,,학교운영지원비,0.0,울산
,,수익자부담수입,수익자부담수입,466396000.0,울산
,,,급식비,71444000.0,울산
,,,방과후학교활동비,338172000.0,울산
,,,현장체험학습비,30800000.0,울산
,,,청소년단체활동비,0.0,울산
,,,졸업앨범비,7980000.0,울산
,,,교과서비,0.0,울산
,,,기숙사비,0.0,울산
,,,기타수익자부담수입,0.0,울산
,,,누리과정비,0.0,울산
,,,교복구입비,0.0,울산
,,,운동부운영비,0.0,울산
,,,돌봄활동운영비,18000000.0,울산
,행정활동수입,행정활동수입,행정활동수입,14250000.0,울산
,,사용료및수수료,사용료및수수료,12150000.0,울산
,,,사용료및수수료,12150000.0,울산
,,자산수입,자산수입,0.0,울산
,,,자산매각대,0.0,울산
,,적립금처분수입,적립금처분수입,0.0,울산
,,,적립금처분수입,0.0,울산
,,보증금회수,보증금회수,0.0,울산
,,,보증금회수,0.0,울산
,,기타행정활동수입,기타행정활동수입,2100000.0,울산
,,,지난년도수입,0.0,울산
,,,이자수입,1600000.0,울산
,,,기타행정활동수입,500000.0,울산
기타수입,기타수입,기타수입,기타수입,10000000.0,울산
,전년도이월금,전년도이월금,전년도이월금,10000000.0,울산
,,순세계잉여금,순세계잉여금,10000000.0,울산
,,,순세계잉여금,10000000.0,울산
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,울산
,,,정산대상재원사용잔액,0.0,울산
,,이월금,이월금,0.0,울산
,,,이월사업비,0.0,울산
세입합계,세입합계,세입합계,세입합계,1303013000.0,울산
장,관,항,목,0.0,충남
이전수입,이전수입,이전수입,이전수입,2188648000.0,충남
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,충남
,,국고보조금,국고보조금,0.0,충남
,,,국고보조금,0.0,충남
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,충남
,,비법정이전수입,비법정이전수입,0.0,충남
,,,광역지방자치단체전입금,0.0,충남
,,,기초지방자치단체전입금,0.0,충남
,,교육경비보조금,교육경비보조금,0.0,충남
,,,광역지방자치단체전입금,0.0,충남
,,,기초지방자치단체전입금,0.0,충남
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2169937000.0,충남
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2169937000.0,충남
,,,교육비특별회계전입금,2169937000.0,충남
,,기금회계전입금수입,기금회계전입금수입,0.0,충남
,,,기금회계전입금,0.0,충남
,기타이전수입,기타이전수입,기타이전수입,18711000.0,충남
,,학교회계간이전수입,학교회계간이전수입,18711000.0,충남
,,,학교발전기금전입금,0.0,충남
,,,다른학교회계전입금,18711000.0,충남
,,,기타학교회계전입금,0.0,충남
,,기타공공이전수입,기타공공이전수입,0.0,충남
,,,기타공공지원금,0.0,충남
자체수입,자체수입,자체수입,자체수입,540809000.0,충남
,학부모부담수입,학부모부담수입,학부모부담수입,533779000.0,충남
,,등록금,등록금,0.0,충남
,,,학교운영지원비,0.0,충남
,,수익자부담수입,수익자부담수입,533779000.0,충남
,,,급식비,207550000.0,충남
,,,방과후학교활동비,165800000.0,충남
,,,현장체험학습비,135159000.0,충남
,,,청소년단체활동비,10000000.0,충남
,,,졸업앨범비,15270000.0,충남
,,,교과서비,0.0,충남
,,,기숙사비,0.0,충남
,,,기타수익자부담수입,0.0,충남
,,,누리과정비,0.0,충남
,,,교복구입비,0.0,충남
,,,운동부운영비,0.0,충남
,,,돌봄활동운영비,0.0,충남
,행정활동수입,행정활동수입,행정활동수입,7030000.0,충남
,,사용료및수수료,사용료및수수료,1200000.0,충남
,,,사용료및수수료,1200000.0,충남
,,자산수입,자산수입,100000.0,충남
,,,자산매각대,100000.0,충남
,,적립금처분수입,적립금처분수입,0.0,충남
,,,적립금처분수입,0.0,충남
,,보증금회수,보증금회수,0.0,충남
,,,보증금회수,0.0,충남
,,기타행정활동수입,기타행정활동수입,5730000.0,충남
,,,지난년도수입,0.0,충남
,,,이자수입,3900000.0,충남
,,,기타행정활동수입,1830000.0,충남
기타수입,기타수입,기타수입,기타수입,12000000.0,충남
,전년도이월금,전년도이월금,전년도이월금,12000000.0,충남
,,순세계잉여금,순세계잉여금,12000000.0,충남
,,,순세계잉여금,12000000.0,충남
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,충남
,,,정산대상재원사용잔액,0.0,충남
,,이월금,이월금,0.0,충남
,,,이월사업비,0.0,충남
세입합계,세입합계,세입합계,세입합계,2741457000.0,충남
장,관,항,목,0.0,광주
이전수입,이전수입,이전수입,이전수입,842626000.0,광주
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,광주
,,국고보조금,국고보조금,0.0,광주
,,,국고보조금,0.0,광주
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,광주
,,비법정이전수입,비법정이전수입,0.0,광주
,,,광역지방자치단체전입금,0.0,광주
,,,기초지방자치단체전입금,0.0,광주
,,교육경비보조금,교육경비보조금,0.0,광주
,,,광역지방자치단체전입금,0.0,광주
,,,기초지방자치단체전입금,0.0,광주
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,842626000.0,광주
,,교육비특별회계전입금수입,교육비특별회계전입금수입,842626000.0,광주
,,,교육비특별회계전입금,842626000.0,광주
,,기금회계전입금수입,기금회계전입금수입,0.0,광주
,,,기금회계전입금,0.0,광주
,기타이전수입,기타이전수입,기타이전수입,0.0,광주
,,학교회계간이전수입,학교회계간이전수입,0.0,광주
,,,학교발전기금전입금,0.0,광주
,,,다른학교회계전입금,0.0,광주
,,,기타학교회계전입금,0.0,광주
,,기타공공이전수입,기타공공이전수입,0.0,광주
,,,기타공공지원금,0.0,광주
자체수입,자체수입,자체수입,자체수입,298627000.0,광주
,학부모부담수입,학부모부담수입,학부모부담수입,296307000.0,광주
,,등록금,등록금,0.0,광주
,,,학교운영지원비,0.0,광주
,,수익자부담수입,수익자부담수입,296307000.0,광주
,,,급식비,56994000.0,광주
,,,방과후학교활동비,239313000.0,광주
,,,현장체험학습비,0.0,광주
,,,청소년단체활동비,0.0,광주
,,,졸업앨범비,0.0,광주
,,,교과서비,0.0,광주
,,,기숙사비,0.0,광주
,,,기타수익자부담수입,0.0,광주
,,,누리과정비,0.0,광주
,,,교복구입비,0.0,광주
,,,운동부운영비,0.0,광주
,,,돌봄활동운영비,0.0,광주
,행정활동수입,행정활동수입,행정활동수입,2320000.0,광주
,,사용료및수수료,사용료및수수료,900000.0,광주
,,,사용료및수수료,900000.0,광주
,,자산수입,자산수입,80000.0,광주
,,,자산매각대,80000.0,광주
,,적립금처분수입,적립금처분수입,0.0,광주
,,,적립금처분수입,0.0,광주
,,보증금회수,보증금회수,0.0,광주
,,,보증금회수,0.0,광주
,,기타행정활동수입,기타행정활동수입,1340000.0,광주
,,,지난년도수입,0.0,광주
,,,이자수입,600000.0,광주
,,,기타행정활동수입,740000.0,광주
기타수입,기타수입,기타수입,기타수입,5000000.0,광주
,전년도이월금,전년도이월금,전년도이월금,5000000.0,광주
,,순세계잉여금,순세계잉여금,5000000.0,광주
,,,순세계잉여금,5000000.0,광주
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,광주
,,,정산대상재원사용잔액,0.0,광주
,,이월금,이월금,0.0,광주
,,,이월사업비,0.0,광주
세입합계,세입합계,세입합계,세입합계,1146253000.0,광주
장,관,항,목,0.0,전남
이전수입,이전수입,이전수입,이전수입,1626925000.0,전남
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,전남
,,국고보조금,국고보조금,0.0,전남
,,,국고보조금,0.0,전남
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,전남
,,비법정이전수입,비법정이전수입,0.0,전남
,,,광역지방자치단체전입금,0.0,전남
,,,기초지방자치단체전입금,0.0,전남
,,교육경비보조금,교육경비보조금,0.0,전남
,,,광역지방자치단체전입금,0.0,전남
,,,기초지방자치단체전입금,0.0,전남
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1626925000.0,전남
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1626925000.0,전남
,,,교육비특별회계전입금,1626925000.0,전남
,,기금회계전입금수입,기금회계전입금수입,0.0,전남
,,,기금회계전입금,0.0,전남
,기타이전수입,기타이전수입,기타이전수입,0.0,전남
,,학교회계간이전수입,학교회계간이전수입,0.0,전남
,,,학교발전기금전입금,0.0,전남
,,,다른학교회계전입금,0.0,전남
,,,기타학교회계전입금,0.0,전남
,,기타공공이전수입,기타공공이전수입,0.0,전남
,,,기타공공지원금,0.0,전남
자체수입,자체수입,자체수입,자체수입,128380000.0,전남
,학부모부담수입,학부모부담수입,학부모부담수입,124227000.0,전남
,,등록금,등록금,0.0,전남
,,,학교운영지원비,0.0,전남
,,수익자부담수입,수익자부담수입,124227000.0,전남
,,,급식비,80906000.0,전남
,,,방과후학교활동비,0.0,전남
,,,현장체험학습비,33250000.0,전남
,,,청소년단체활동비,0.0,전남
,,,졸업앨범비,10071000.0,전남
,,,교과서비,0.0,전남
,,,기숙사비,0.0,전남
,,,기타수익자부담수입,0.0,전남
,,,누리과정비,0.0,전남
,,,교복구입비,0.0,전남
,,,운동부운영비,0.0,전남
,,,돌봄활동운영비,0.0,전남
,행정활동수입,행정활동수입,행정활동수입,4153000.0,전남
,,사용료및수수료,사용료및수수료,201000.0,전남
,,,사용료및수수료,201000.0,전남
,,자산수입,자산수입,100000.0,전남
,,,자산매각대,100000.0,전남
,,적립금처분수입,적립금처분수입,0.0,전남
,,,적립금처분수입,0.0,전남
,,보증금회수,보증금회수,0.0,전남
,,,보증금회수,0.0,전남
,,기타행정활동수입,기타행정활동수입,3852000.0,전남
,,,지난년도수입,0.0,전남
,,,이자수입,2901000.0,전남
,,,기타행정활동수입,951000.0,전남
기타수입,기타수입,기타수입,기타수입,25757000.0,전남
,전년도이월금,전년도이월금,전년도이월금,25757000.0,전남
,,순세계잉여금,순세계잉여금,24001000.0,전남
,,,순세계잉여금,24001000.0,전남
,,정산대상재원사용잔액,정산대상재원사용잔액,1756000.0,전남
,,,정산대상재원사용잔액,1756000.0,전남
,,이월금,이월금,0.0,전남
,,,이월사업비,0.0,전남
세입합계,세입합계,세입합계,세입합계,1781062000.0,전남
장,관,항,목,0.0,대구
이전수입,이전수입,이전수입,이전수입,393530000.0,대구
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,대구
,,국고보조금,국고보조금,0.0,대구
,,,국고보조금,0.0,대구
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,대구
,,비법정이전수입,비법정이전수입,0.0,대구
,,,광역지방자치단체전입금,0.0,대구
,,,기초지방자치단체전입금,0.0,대구
,,교육경비보조금,교육경비보조금,0.0,대구
,,,광역지방자치단체전입금,0.0,대구
,,,기초지방자치단체전입금,0.0,대구
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,393530000.0,대구
,,교육비특별회계전입금수입,교육비특별회계전입금수입,393530000.0,대구
,,,교육비특별회계전입금,393530000.0,대구
,,기금회계전입금수입,기금회계전입금수입,0.0,대구
,,,기금회계전입금,0.0,대구
,기타이전수입,기타이전수입,기타이전수입,0.0,대구
,,학교회계간이전수입,학교회계간이전수입,0.0,대구
,,,학교발전기금전입금,0.0,대구
,,,다른학교회계전입금,0.0,대구
,,,기타학교회계전입금,0.0,대구
,,기타공공이전수입,기타공공이전수입,0.0,대구
,,,기타공공지원금,0.0,대구
자체수입,자체수입,자체수입,자체수입,429586000.0,대구
,학부모부담수입,학부모부담수입,학부모부담수입,423226000.0,대구
,,등록금,등록금,0.0,대구
,,,학교운영지원비,0.0,대구
,,수익자부담수입,수익자부담수입,423226000.0,대구
,,,급식비,56696000.0,대구
,,,방과후학교활동비,316780000.0,대구
,,,현장체험학습비,17550000.0,대구
,,,청소년단체활동비,7400000.0,대구
,,,졸업앨범비,0.0,대구
,,,교과서비,0.0,대구
,,,기숙사비,0.0,대구
,,,기타수익자부담수입,3200000.0,대구
,,,누리과정비,0.0,대구
,,,교복구입비,0.0,대구
,,,운동부운영비,0.0,대구
,,,돌봄활동운영비,21600000.0,대구
,행정활동수입,행정활동수입,행정활동수입,6360000.0,대구
,,사용료및수수료,사용료및수수료,100000.0,대구
,,,사용료및수수료,100000.0,대구
,,자산수입,자산수입,0.0,대구
,,,자산매각대,0.0,대구
,,적립금처분수입,적립금처분수입,0.0,대구
,,,적립금처분수입,0.0,대구
,,보증금회수,보증금회수,0.0,대구
,,,보증금회수,0.0,대구
,,기타행정활동수입,기타행정활동수입,6260000.0,대구
,,,지난년도수입,0.0,대구
,,,이자수입,2000000.0,대구
,,,기타행정활동수입,4260000.0,대구
기타수입,기타수입,기타수입,기타수입,7500000.0,대구
,전년도이월금,전년도이월금,전년도이월금,7500000.0,대구
,,순세계잉여금,순세계잉여금,7500000.0,대구
,,,순세계잉여금,7500000.0,대구
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,대구
,,,정산대상재원사용잔액,0.0,대구
,,이월금,이월금,0.0,대구
,,,이월사업비,0.0,대구
세입합계,세입합계,세입합계,세입합계,830616000.0,대구
장,관,항,목,0.0,충북
이전수입,이전수입,이전수입,이전수입,2466877000.0,충북
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,충북
,,국고보조금,국고보조금,0.0,충북
,,,국고보조금,0.0,충북
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,충북
,,비법정이전수입,비법정이전수입,0.0,충북
,,,광역지방자치단체전입금,0.0,충북
,,,기초지방자치단체전입금,0.0,충북
,,교육경비보조금,교육경비보조금,0.0,충북
,,,광역지방자치단체전입금,0.0,충북
,,,기초지방자치단체전입금,0.0,충북
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2376692000.0,충북
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2346692000.0,충북
,,,교육비특별회계전입금,2346692000.0,충북
,,기금회계전입금수입,기금회계전입금수입,30000000.0,충북
,,,기금회계전입금,30000000.0,충북
,기타이전수입,기타이전수입,기타이전수입,90185000.0,충북
,,학교회계간이전수입,학교회계간이전수입,90185000.0,충북
,,,학교발전기금전입금,0.0,충북
,,,다른학교회계전입금,90185000.0,충북
,,,기타학교회계전입금,0.0,충북
,,기타공공이전수입,기타공공이전수입,0.0,충북
,,,기타공공지원금,0.0,충북
자체수입,자체수입,자체수입,자체수입,359081000.0,충북
,학부모부담수입,학부모부담수입,학부모부담수입,350181000.0,충북
,,등록금,등록금,0.0,충북
,,,학교운영지원비,0.0,충북
,,수익자부담수입,수익자부담수입,350181000.0,충북
,,,급식비,169148000.0,충북
,,,방과후학교활동비,88787000.0,충북
,,,현장체험학습비,78876000.0,충북
,,,청소년단체활동비,0.0,충북
,,,졸업앨범비,13370000.0,충북
,,,교과서비,0.0,충북
,,,기숙사비,0.0,충북
,,,기타수익자부담수입,0.0,충북
,,,누리과정비,0.0,충북
,,,교복구입비,0.0,충북
,,,운동부운영비,0.0,충북
,,,돌봄활동운영비,0.0,충북
,행정활동수입,행정활동수입,행정활동수입,8900000.0,충북
,,사용료및수수료,사용료및수수료,1900000.0,충북
,,,사용료및수수료,1900000.0,충북
,,자산수입,자산수입,0.0,충북
,,,자산매각대,0.0,충북
,,적립금처분수입,적립금처분수입,0.0,충북
,,,적립금처분수입,0.0,충북
,,보증금회수,보증금회수,0.0,충북
,,,보증금회수,0.0,충북
,,기타행정활동수입,기타행정활동수입,7000000.0,충북
,,,지난년도수입,0.0,충북
,,,이자수입,5100000.0,충북
,,,기타행정활동수입,1900000.0,충북
기타수입,기타수입,기타수입,기타수입,78354000.0,충북
,전년도이월금,전년도이월금,전년도이월금,78354000.0,충북
,,순세계잉여금,순세계잉여금,78354000.0,충북
,,,순세계잉여금,78354000.0,충북
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0,충북
,,,정산대상재원사용잔액,0.0,충북
,,이월금,이월금,0.0,충북
,,,이월사업비,0.0,충북
세입합계,세입합계,세입합계,세입합계,2904312000.0,충북
장,관,항,목,0.0,서울
이전수입,이전수입,이전수입,이전수입,8812131000.0,서울
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,서울
,,국고보조금,국고보조금,0.0,서울
,,,국고보조금,0.0,서울
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,서울
,,비법정이전수입,비법정이전수입,0.0,서울
,,,광역지방자치단체전입금,0.0,서울
,,,기초지방자치단체전입금,0.0,서울
,,교육경비보조금,교육경비보조금,0.0,서울
,,,광역지방자치단체전입금,0.0,서울
,,,기초지방자치단체전입금,0.0,서울
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,7213131000.0,서울
,,교육비특별회계전입금수입,교육비특별회계전입금수입,7213131000.0,서울
,,,교육비특별회계전입금,7213131000.0,서울
,,기금회계전입금수입,기금회계전입금수입,0.0,서울
,,,기금회계전입금,0.0,서울
,기타이전수입,기타이전수입,기타이전수입,1599000000.0,서울
,,학교회계간이전수입,학교회계간이전수입,1599000000.0,서울
,,,학교발전기금전입금,529138000.0,서울
,,,다른학교회계전입금,1069862000.0,서울
,,,기타학교회계전입금,0.0,서울
,,기타공공이전수입,기타공공이전수입,0.0,서울
,,,기타공공지원금,0.0,서울
자체수입,자체수입,자체수입,자체수입,753389000.0,서울
,학부모부담수입,학부모부담수입,학부모부담수입,691868000.0,서울
,,등록금,등록금,0.0,서울
,,,학교운영지원비,10295154000.0,서울
,,수익자부담수입,수익자부담수입,10631086000.0,서울
,,,급식비,7352917000.0,서울
,,,방과후학교활동비,517000000.0,서울
,,,현장체험학습비,5799669000.0,서울
,,,청소년단체활동비,1303590000.0,서울
,,,졸업앨범비,2768719000.0,서울
,,,교과서비,1227631000.0,서울
,,,기숙사비,76353000.0,서울
,,,기타수익자부담수입,0.0,서울
,,,누리과정비,0.0,서울
,,,교복구입비,17712000.0,서울
,,,운동부운영비,115083000.0,서울
,,,돌봄활동운영비,1379450000.0,서울
,행정활동수입,행정활동수입,행정활동수입,73701000.0,서울
,,사용료및수수료,사용료및수수료,40721000.0,서울
,,,사용료및수수료,40721000.0,서울
,,자산수입,자산수입,0.0,서울
,,,자산매각대,0.0,서울
,,적립금처분수입,적립금처분수입,355936000.0,서울
,,,적립금처분수입,332986000.0,서울
,,보증금회수,보증금회수,332986000.0,서울
,,,보증금회수,300000.0,서울
,,기타행정활동수입,기타행정활동수입,21100000.0,서울
,,,지난년도수입,0.0,서울
,,,이자수입,9400000.0,서울
,,,기타행정활동수입,11400000.0,서울
기타수입,기타수입,기타수입,기타수입,90000000.0,서울
,전년도이월금,전년도이월금,전년도이월금,112650000.0,서울
,,순세계잉여금,순세계잉여금,80000000.0,서울
,,,순세계잉여금,99450000.0,서울
,,정산대상재원사용잔액,정산대상재원사용잔액,13200000.0,서울
,,,정산대상재원사용잔액,60000000.0,서울
,,이월금,이월금,50000000.0,서울
,,,이월사업비,50000000.0,서울
세입합계,세입합계,세입합계,세입합계,4396506000.0,서울
장,관,항,목,0.0,전북
이전수입,이전수입,이전수입,이전수입,710412000.0,전북
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0,전북
,,국고보조금,국고보조금,0.0,전북
,,,국고보조금,0.0,전북
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0,전북
,,비법정이전수입,비법정이전수입,0.0,전북
,,,광역지방자치단체전입금,0.0,전북
,,,기초지방자치단체전입금,0.0,전북
,,교육경비보조금,교육경비보조금,0.0,전북
,,,광역지방자치단체전입금,0.0,전북
,,,기초지방자치단체전입금,0.0,전북
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,710412000.0,전북
,,교육비특별회계전입금수입,교육비특별회계전입금수입,710412000.0,전북
,,,교육비특별회계전입금,710412000.0,전북
,,기금회계전입금수입,기금회계전입금수입,0.0,전북
,,,기금회계전입금,0.0,전북
,기타이전수입,기타이전수입,기타이전수입,0.0,전북
,,학교회계간이전수입,학교회계간이전수입,0.0,전북
,,,학교발전기금전입금,0.0,전북
,,,다른학교회계전입금,0.0,전북
,,,기타학교회계전입금,0.0,전북
,,기타공공이전수입,기타공공이전수입,0.0,전북
,,,기타공공지원금,0.0,전북
자체수입,자체수입,자체수입,자체수입,52420000.0,전북
,학부모부담수입,학부모부담수입,학부모부담수입,50010000.0,전북
,,등록금,등록금,0.0,전북
,,,학교운영지원비,0.0,전북
