조사년도,개방ID,학교명,시도명,대학원_야간박사과정여자재학생수,대학원_야간박사과정재학생수,대학원_야간석사과정여자재학생수,대학원_야간석사과정재학생수,대학원_주간박사과정여자재학생수,대학원_주간박사과정재학생수,대학원_주간석사과정여자재학생수,대학원_주간석사과정재학생수,대학원_여자재학생수,대학원_재학생수,대학원개황_석사과정입학정원수,대학원개황_학과수,대학원대학수,대학원개황_졸업생수,대학원개황_여자교원수,대학원개황_여자휴학생수,대학원개황_여자사무직원수,대학원개황_여자입학생수,대학원개황_여자졸업생수,대학원개황_재적학생수,대학원개황_재적여학생수,대학원개황_주야간석사과정입학정원수,대학원개황_주간석사과정휴학생수,대학원개황_주간석사과정여자휴학생수,대학원개황_주간석사과정재적학생수,대학원개황_주간석사과정재적여학생수,대학원개황_주간석사과정입학정원수,대학원개황_주간박사과정휴학생수,대학원개황_주간박사과정여자휴학생수,대학원개황_주간박사과정재적학생수,대학원개황_주간박사과정재적여학생수,대학원개황_주간박사과정입학정원수,대학원개황_박사과정학과수,대학원개황_박사과정졸업생수,대학원개황_박사과정여자졸업생수,대학원개황_박사과정입학정원수,대학원개황_석사과정여자졸업생수,대학원개황_석사과정졸업생수,대학원개황_교원정원수,대학원개황_교원수,대학원개황_휴학생수,대학원개황_학교수,대학원개황_사무직원정원수,대학원개황_사무직원수,대학원개황_입학생수,대학원개황_야간석사과정휴학생수,대학원개황_야간석사과정여자휴학생수,대학원개황_야간석사과정재적학생수,대학원개황_야간석사과정재적여학생수,대학원개황_야간석사과정입학정원수,대학원개황_야간박사과정휴학생수,대학원개황_야간박사과정여자휴학생수,대학원개황_야간박사과정재적학생수,대학원개황_야간박사과정재적여학생수,대학원개황_야간박사과정입학정원수
2009,1084411263,고려대학교 보건대학원,서울,0,0,87,119,0,0,0,0,87,119,49,3,0,27,0,9,0,31,24,131,96,0,0,0,0,0,0,0,0,0,0,0,0,27,24,0,0,0,0,0,12,1,0,0,47,12,9,131,96,49,0,0,0,0,0
2009,1090689241,상명대학교 디자인대학원,서울,0,0,63,82,0,0,0,0,63,82,30,4,0,9,0,18,0,24,7,103,81,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,21,1,0,1,30,21,18,103,81,30,0,0,0,0,0
2009,1093057632,상명대학교 문화예술대학원,서울,0,0,116,269,0,0,0,0,116,269,140,8,0,28,1,40,1,54,10,355,156,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,0,0,1,1,86,1,0,2,129,86,40,355,156,140,0,0,0,0,0
2009,1097361505,감리교신학대학교 목회신학대학원,서울,0,0,34,147,0,0,0,0,34,147,50,1,0,42,0,7,0,10,12,165,41,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,0,0,0,0,18,1,0,0,49,18,7,165,41,50,0,0,0,0,0
2009,1102054834,공주대학교 교육대학원,충남,0,0,0,0,0,0,715,952,715,952,338,32,0,241,0,65,0,230,178,1053,780,0,101,65,1053,780,338,0,0,0,0,0,0,241,178,0,0,0,0,0,101,1,0,0,308,0,0,0,0,0,0,0,0,0,0
2009,1103688299,대불대학교교육대학원,전남,0,0,56,106,0,0,0,0,56,106,90,9,0,69,0,4,0,13,37,114,60,0,0,0,0,0,0,0,0,0,0,0,0,69,37,0,0,0,0,0,8,1,0,0,24,8,4,114,60,90,0,0,0,0,0
2009,1107419788,서울과학기술대학교 주택대학원,서울,0,0,18,97,0,0,0,0,18,97,38,6,0,34,0,4,0,6,4,138,22,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0,0,41,1,0,0,40,41,4,138,22,38,0,0,0,0,0
2009,1113487482,백석대학교 기독교전문대학원,서울,0,0,0,0,128,252,24,71,152,323,40,7,0,44,0,23,0,52,18,388,175,0,16,5,87,29,40,49,18,301,146,100,11,15,4,100,14,29,0,0,65,1,0,0,134,0,0,0,0,0,0,0,0,0,0
2009,1117000102,단국대학교 보건복지대학원,충남,0,0,51,71,0,0,0,0,51,71,40,4,0,0,1,1,0,30,0,73,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,40,2,1,73,52,40,0,0,0,0,0
2009,1125624477,고려대학교 언론대학원,서울,0,0,81,165,0,0,0,0,81,165,79,4,0,52,0,26,0,44,21,228,107,0,0,0,0,0,0,0,0,0,0,0,0,52,21,0,0,0,0,0,63,1,0,0,81,63,26,228,107,79,0,0,0,0,0
2009,1127351284,선학유피대학원대학교,경기,0,0,0,0,4,14,19,46,23,60,30,1,1,13,0,1,0,5,2,67,24,0,3,1,49,20,30,4,0,18,4,8,1,13,2,8,0,0,9,8,7,1,21,5,23,0,0,0,0,0,0,0,0,0,0
2009,1131512463,부산대학교 행정대학원,부산,0,0,115,273,0,0,0,0,115,273,99,3,0,92,0,9,0,40,35,292,124,0,0,0,0,0,0,0,0,0,0,0,0,92,35,0,0,0,0,0,19,1,0,0,99,19,9,292,124,99,0,0,0,0,0
2009,1145119845,경안대학원대학교,경북,0,0,0,0,0,0,54,91,54,91,50,3,1,38,2,4,1,23,16,104,58,0,13,4,104,58,50,0,0,0,0,0,0,38,16,0,0,0,9,8,13,1,6,2,42,0,0,0,0,0,0,0,0,0,0
2009,1145928263,세종대학교 교육대학원,서울,0,0,146,179,0,0,0,0,146,179,150,13,0,127,2,13,0,49,85,197,159,0,0,0,0,0,0,0,0,0,0,0,0,127,85,0,0,0,0,2,18,1,0,0,63,18,13,197,159,150,0,0,0,0,0
2009,1149407088,광운대학교 건설법무대학원,서울,0,0,6,64,0,0,0,0,6,64,40,2,0,19,0,0,0,6,2,79,6,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,15,1,0,0,45,15,0,79,6,40,0,0,0,0,0
2009,1178646385,고려대학교 대학원,서울,0,0,0,0,576,1775,1425,3340,2001,5115,1532,93,0,1763,0,305,0,1070,611,5920,2306,0,529,200,3869,1625,1532,276,105,2051,681,777,89,1373,494,777,117,390,3,3,805,1,0,0,2534,0,0,0,0,0,0,0,0,0,0
2009,1178646385,고려대학교 대학원,충남,0,0,0,0,14,43,42,119,56,162,145,17,0,0,0,0,0,56,0,163,56,0,1,0,120,42,145,0,0,43,14,61,15,0,0,61,0,0,0,2,1,1,0,0,163,0,0,0,0,0,0,0,0,0,0
2009,1190884232,국민대학교 경영대학원,서울,0,0,65,187,0,0,0,0,65,187,107,3,0,69,0,14,0,36,14,232,79,0,0,0,0,0,0,0,0,0,0,0,0,69,14,0,0,0,0,0,45,1,0,0,102,45,14,232,79,107,0,0,0,0,0
2009,1192758023,한남대학교 학제신학대학원,대전,0,0,27,71,0,0,0,0,27,71,50,2,0,37,0,2,0,17,14,76,29,0,0,0,0,0,50,0,0,0,0,0,0,37,14,0,0,0,0,0,5,1,0,0,35,5,2,76,29,0,0,0,0,0,0
2009,1194502532,동의대학교 경영대학원,부산,0,0,16,62,0,0,0,0,16,62,25,9,0,21,0,4,0,8,5,70,20,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,8,1,0,0,25,8,4,70,20,25,0,0,0,0,0
2009,1200696825,과학기술연합대학원대학교,대전,0,0,0,0,70,257,64,217,134,474,45,50,1,86,2,6,3,39,30,491,140,0,9,1,226,65,45,8,5,265,75,70,51,62,22,70,8,24,54,54,17,1,18,20,131,0,0,0,0,0,0,0,0,0,0
2009,1220647633,서울장신대학교 선교대학원,경기,0,0,4,8,0,0,0,0,4,8,8,1,0,0,0,0,0,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,8,4,8,0,0,0,0,0
2009,1222560584,명지대학교 대학원,경기,0,0,0,0,148,421,215,516,363,937,228,43,0,314,0,91,1,160,109,1125,454,0,108,52,624,267,228,80,39,501,187,138,37,217,88,138,21,97,0,1,188,1,75,5,398,0,0,0,0,0,0,0,0,0,0
2009,1225981473,서울한영대학교 상담복지대학원,서울,0,0,30,43,0,0,0,0,30,43,25,2,0,28,0,10,0,12,18,58,40,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,0,0,0,0,15,1,0,0,16,15,10,58,40,25,0,0,0,0,0
2009,1271168112,홍익대학교 광고홍보대학원,서울,0,0,136,221,0,0,0,0,136,221,87,5,0,59,0,42,0,56,30,294,178,0,0,0,0,0,0,0,0,0,0,0,0,59,30,0,0,0,0,1,73,1,0,0,85,73,42,294,178,87,0,0,0,0,0
2009,1273415803,단국대학교 TESOL대학원,경기,0,0,61,72,0,0,0,0,61,72,50,1,0,26,0,15,0,35,22,88,76,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0,0,0,0,0,16,1,0,0,41,16,15,88,76,50,0,0,0,0,0
2009,1291146814,동국대학교 교육대학원,서울,0,0,422,533,0,0,0,0,422,533,230,2,0,201,0,47,0,171,163,597,469,0,0,0,0,0,0,0,0,0,0,0,0,201,163,0,0,0,0,0,64,1,0,0,228,64,47,597,469,230,0,0,0,0,0
2009,1291285216,울산대학교 자동차선박기술대학원,울산,0,0,2,142,0,0,0,0,2,142,70,4,0,40,0,0,0,0,2,178,2,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,1,36,1,0,0,75,36,0,178,2,70,0,0,0,0,0
2009,1304687142,한서대학교 정보산업대학원,충남,0,0,19,43,0,0,1,3,20,46,25,8,0,20,0,2,0,13,9,49,22,0,0,0,3,1,0,0,0,0,0,0,0,20,9,0,0,0,0,0,3,1,0,0,27,3,2,46,21,25,0,0,0,0,0
2009,1337810814,이화여자대학교 교육대학원,서울,0,0,933,933,0,0,0,0,933,933,396,1,0,344,4,97,0,393,344,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,344,344,0,0,0,0,4,97,1,0,0,393,97,97,1030,1030,396,0,0,0,0,0
2009,1343200445,극동대학교 일반대학원,충북,0,0,0,0,4,18,2,8,6,26,15,3,0,10,0,0,0,2,1,29,6,0,1,0,9,2,15,2,0,20,4,15,2,4,0,15,1,6,0,0,3,1,0,0,18,0,0,0,0,0,0,0,0,0,0
2009,1346833765,한일장신대학교 기독교사회복지대학원,전북,0,0,58,100,0,0,0,0,58,100,37,1,0,32,0,11,0,17,19,120,69,0,0,0,0,0,0,0,0,0,0,0,0,32,19,0,0,0,0,0,20,1,0,0,37,20,11,120,69,37,0,0,0,0,0
2009,1349926352,세명대학교경영행정대학원,충북,0,0,11,38,0,0,0,0,11,38,10,2,0,13,0,0,0,2,1,38,11,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1,0,0,10,0,0,38,11,10,0,0,0,0,0
2009,1350189208,충북대학교 경영대학원,충북,0,0,47,211,0,0,0,0,47,211,91,1,0,53,0,8,0,19,11,248,55,0,0,0,0,0,0,0,0,0,0,0,0,53,11,0,0,0,0,0,37,1,0,0,78,37,8,248,55,91,0,0,0,0,0
2009,1367677748,배재대학교 교육대학원,대전,0,0,38,39,0,0,0,0,38,39,60,4,0,0,0,0,0,38,0,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,39,38,60,0,0,0,0,0
2009,1375569343,인하대학교 정책대학원,인천,0,0,44,113,0,0,0,0,44,113,70,4,0,64,0,3,0,26,32,130,47,0,0,0,0,0,0,0,0,0,0,0,0,64,32,0,0,0,0,0,17,1,0,0,59,17,3,130,47,70,0,0,0,0,0
2009,1384294033,한동대학교 국제경영대학원,경북,0,0,0,0,0,0,37,56,37,56,15,1,0,11,0,7,0,24,7,72,44,15,16,7,72,44,0,0,0,0,0,0,0,11,7,0,0,0,1,1,16,1,0,0,30,0,0,0,0,0,0,0,0,0,0
2009,1393220961,조선대학교 정책대학원,광주,0,0,79,158,0,0,0,0,79,158,70,3,0,48,0,3,0,27,24,170,82,0,0,0,0,0,0,0,0,0,0,0,0,48,24,0,0,0,0,0,12,1,0,0,61,12,3,170,82,70,0,0,0,0,0
2009,1394314229,용인대학교 예술대학원,경기,0,0,0,0,0,0,24,41,24,41,22,5,0,16,0,4,0,15,6,49,28,0,8,4,49,28,22,0,0,0,0,0,0,16,6,0,0,0,0,0,8,1,0,0,21,0,0,0,0,0,0,0,0,0,0
2009,1396355926,전남대학교 교육대학원,광주,0,0,0,0,0,0,575,765,575,765,280,30,0,211,0,62,0,208,165,861,637,0,96,62,861,637,280,0,0,0,0,0,0,211,165,0,0,0,0,0,96,1,0,0,280,0,0,0,0,0,0,0,0,0,0
2009,1400377094,상명대학교 디지털미디어대학원,서울,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1404079616,광주대학교 일반대학원,광주,0,0,0,0,0,0,94,201,94,201,105,20,0,0,0,5,0,53,0,208,99,0,7,5,208,99,105,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,106,0,0,0,0,0,0,0,0,0,0
2009,1406099319,인제대학원대학교,서울,0,0,64,88,0,0,0,0,64,88,30,1,1,31,2,2,0,23,21,91,66,0,0,0,0,0,0,0,0,0,0,0,0,31,21,0,0,0,8,8,3,1,2,2,30,3,2,91,66,30,0,0,0,0,0
2009,1412161648,단국대학교 특수교육대학원,경기,0,0,215,235,0,0,0,0,215,235,100,6,0,76,0,11,0,90,67,248,226,0,0,0,0,0,0,0,0,0,0,0,0,76,67,0,0,0,0,0,13,1,0,0,98,13,11,248,226,100,0,0,0,0,0
2009,1412962555,건국대학교 의학전문대학원,충북,0,0,0,0,1,2,94,154,95,156,40,1,0,33,0,2,0,28,22,161,97,0,5,2,159,96,40,0,0,2,1,2,1,33,22,2,0,0,0,0,5,1,0,0,40,0,0,0,0,0,0,0,0,0,0
2009,1428747355,한림대학교 임상치의학대학원,강원,0,0,11,58,0,0,0,0,11,58,30,3,0,53,0,0,0,7,2,62,11,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,0,0,0,0,4,1,0,0,29,4,0,62,11,30,0,0,0,0,0
2009,1431829750,경북대학교 보건대학원,대구,0,0,92,107,0,0,0,0,92,107,40,2,0,32,0,14,0,35,25,124,106,0,0,0,0,0,0,0,0,0,0,0,0,32,25,0,0,0,0,0,17,1,0,0,40,17,14,124,106,40,0,0,0,0,0
2009,1432527661,성균관대학교 정보통신대학원,서울,0,0,26,217,0,0,0,0,26,217,88,5,0,48,0,3,0,12,5,255,29,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,0,0,0,0,38,1,0,0,89,38,3,255,29,88,0,0,0,0,0
2009,1440389752,인천대학교 행정대학원,인천,0,0,65,122,0,0,0,0,65,122,68,5,0,55,0,7,0,30,32,137,72,0,0,0,0,0,0,0,0,0,0,0,0,55,32,0,0,0,0,0,15,1,0,0,62,15,7,137,72,68,0,0,0,0,0
2009,1451274156,남부대학교 교육대학원,광주,0,0,154,164,0,0,0,0,154,164,60,7,0,57,0,1,0,61,50,167,155,0,0,0,0,0,0,0,0,0,0,0,0,57,50,0,0,0,0,0,3,1,0,0,65,3,1,167,155,60,0,0,0,0,0
2009,1454932153,한세대학교 경영대학원,경기,0,0,3,9,0,0,0,0,3,9,10,1,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,9,3,10,0,0,0,0,0
2009,1456904113,동국대학교 문화예술대학원,서울,0,0,219,300,0,0,0,0,219,300,120,6,0,75,0,68,0,88,54,390,287,0,0,0,0,0,0,0,0,0,0,0,0,75,54,0,0,0,0,0,90,1,0,0,131,90,68,390,287,120,0,0,0,0,0
2009,1459086894,총신대학교 신학대학원,경기,0,0,0,0,0,0,107,1224,107,1224,393,1,0,357,0,9,0,42,31,1337,116,0,113,9,1337,116,393,0,0,0,0,0,0,357,31,0,0,0,0,0,113,1,0,0,405,0,0,0,0,0,0,0,0,0,0
2009,1459821283,세종대학교 문화예술콘텐츠대학원,서울,0,0,9,32,0,0,0,0,9,32,50,4,0,0,0,0,0,5,0,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,20,6,0,38,9,50,0,0,0,0,0
2009,1471543610,고려대학교 경영전문대학원,서울,0,0,91,308,0,0,54,241,145,549,315,6,0,265,0,9,0,93,57,578,154,315,9,1,250,55,0,0,0,0,0,0,0,265,57,0,0,0,0,0,29,1,0,0,336,20,8,328,99,0,0,0,0,0,0
2009,1476925730,서울한영대학교 일반대학원,서울,0,0,0,0,35,65,8,15,43,80,7,6,0,14,0,4,0,16,5,97,47,0,6,2,21,10,7,11,2,76,37,22,6,2,1,22,4,12,0,0,17,1,0,0,29,0,0,0,0,0,0,0,0,0,0
2009,1484561443,동신대학교 교육대학원,전남,0,0,65,98,0,0,0,0,65,98,35,1,0,33,0,3,0,23,24,101,68,0,0,0,0,0,0,0,0,0,0,0,0,33,24,0,0,0,0,0,3,1,0,0,34,3,3,101,68,35,0,0,0,0,0
2009,1485053896,경기대학교 산업정보대학원,경기,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2009,1491112470,한림대학교 치료과학대학원,강원,0,0,14,35,0,0,0,0,14,35,20,3,0,0,0,0,0,6,0,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19,1,0,36,14,20,0,0,0,0,0
2009,1493781805,순복음대학원대학교,서울,0,0,19,53,0,0,33,80,52,133,66,4,1,28,3,14,4,12,10,157,66,66,9,5,89,38,0,0,0,0,0,0,0,28,10,0,0,0,13,13,24,1,6,6,31,15,9,68,28,0,0,0,0,0,0
2009,1499271750,서강대학교 법학전문대학원,서울,0,0,0,0,0,0,16,38,16,38,40,1,0,0,2,0,0,16,0,39,16,0,1,0,39,16,40,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,40,0,0,0,0,0,0,0,0,0,0
2009,1509512424,명지대학교 산업대학원,경기,0,0,57,145,0,0,0,0,57,145,70,12,0,50,0,5,0,20,25,166,62,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,21,1,0,0,54,21,5,166,62,70,0,0,0,0,0
2009,1518458664,가톨릭관동대학교 선교신학대학원,강원,0,0,3,16,0,0,0,0,3,16,10,2,0,6,0,0,0,1,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,4,1,0,17,3,10,0,0,0,0,0
2009,1523747444,세종대학교 도시부동산대학원,서울,0,0,13,54,0,0,0,0,13,54,40,2,0,0,0,0,0,7,0,60,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,31,6,0,60,13,40,0,0,0,0,0
2009,1534873247,중앙대학교 산업창업경영대학원,경기,0,0,25,179,0,0,0,0,25,179,90,7,0,63,0,9,1,13,10,233,34,0,0,0,0,0,0,0,0,0,0,0,0,63,10,0,0,0,0,0,54,1,1,1,83,54,9,233,34,90,0,0,0,0,0
2009,1542901098,한림대학교 행정대학원,강원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1543349027,중앙대학교 의약식품대학원,서울,0,0,142,175,0,0,0,0,142,175,65,8,0,60,0,37,0,59,44,228,179,0,0,0,0,0,0,0,0,0,0,0,0,60,44,0,0,0,0,0,53,1,0,0,73,53,37,228,179,65,0,0,0,0,0
2009,1545379459,서울기독대학교 신학전문대학원,서울,0,0,0,0,6,24,13,28,19,52,10,1,0,8,1,4,0,9,3,59,23,0,4,2,32,15,10,3,2,27,8,10,1,4,2,10,1,4,8,8,7,1,0,0,16,0,0,0,0,0,0,0,0,0,0
2009,1548024654,수원대학교 교육대학원,경기,0,0,222,365,0,0,0,0,222,365,202,20,0,156,0,20,0,63,118,402,242,0,0,0,0,0,0,0,0,0,0,0,0,156,118,0,0,0,0,0,37,1,0,0,107,37,20,402,242,202,0,0,0,0,0
2009,1561205565,숭실대학교 정보과학대학원,서울,0,0,41,250,0,0,0,0,41,250,100,9,0,81,0,2,0,17,12,282,43,0,0,0,0,0,0,0,0,0,0,0,0,81,12,0,0,0,0,0,32,1,0,0,99,32,2,282,43,100,0,0,0,0,0
2009,1569027960,서울과학기술대학교 에너지환경대학원,서울,0,0,0,0,0,56,5,36,5,92,15,7,0,26,0,1,0,2,4,103,6,0,1,0,37,5,15,10,1,66,1,15,8,24,4,15,0,2,0,9,11,1,0,0,38,0,0,0,0,0,0,0,0,0,0
2009,1571533679,한국항공대학교 항공?경영대학원,경기,0,0,18,66,0,0,0,0,18,66,74,10,0,0,0,0,0,19,0,68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,86,2,0,68,18,74,0,0,0,0,0
2009,1576684594,전북대학교 의학전문대학원,전북,0,0,0,0,0,0,240,434,240,434,110,1,0,0,14,2,0,65,0,438,242,0,4,2,438,242,110,0,0,0,0,0,0,0,0,0,0,0,0,153,4,1,0,0,110,0,0,0,0,0,0,0,0,0,0
2009,1580021798,백석대학교 기독교예술대학원,서울,0,0,2,2,0,0,0,0,2,2,0,2,0,8,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
2009,1581006705,서울기독대학교 사회복지대학원,서울,0,0,7,21,0,0,0,0,7,21,10,1,0,7,0,0,0,4,3,22,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,1,1,0,0,9,1,0,22,7,10,0,0,0,0,0
2009,1583688378,서울신학대학교 신학대학원,경기,0,0,0,0,0,0,98,514,98,514,160,1,0,171,0,11,0,39,28,555,109,0,41,11,555,109,160,0,0,0,0,0,0,171,28,0,0,0,0,5,41,1,0,0,160,0,0,0,0,0,0,0,0,0,0
2009,1585446834,제주대학교 경영대학원,제주,0,0,31,147,0,0,0,0,31,147,60,8,0,26,0,26,0,12,5,269,57,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,122,1,0,0,60,122,26,269,57,60,0,0,0,0,0
2009,1599186718,성균관대학교 경영대학원,서울,0,0,4,11,0,0,0,0,4,11,0,1,0,19,0,0,0,0,6,15,4,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,4,1,0,0,0,4,0,15,4,0,0,0,0,0,0
2009,1599850296,순천향대학교 교육대학원,충남,0,0,258,370,0,0,0,0,258,370,147,2,0,137,0,13,0,87,101,392,271,0,0,0,0,0,0,0,0,0,0,0,0,137,101,0,0,0,0,0,22,1,0,0,136,22,13,392,271,147,0,0,0,0,0
